2019-02-20 09:27:55.973 DEBUG 8252 --- [http-nio-8443-exec-4] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/administration/generate-doc-nr' doesn't match 'OPTIONS /**
2019-02-20 09:27:56.863 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', DELETE]
2019-02-20 09:27:56.864 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/administration/all-doc-types' doesn't match 'DELETE /logout
2019-02-20 09:27:56.864 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.web.util.matcher.OrRequestMatcher  : No matches found
2019-02-20 09:27:56.864 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.security.web.FilterChainProxy        : /api/administration/all-doc-types at position 5 of 11 in additional filter chain; firing Filter: 'JWTFilter'
2019-02-20 09:27:56.864 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.security.web.FilterChainProxy        : /api/administration/all-doc-types at position 6 of 11 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
2019-02-20 09:27:56.864 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.security.web.FilterChainProxy        : /api/administration/all-doc-types at position 7 of 11 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
2019-02-20 09:27:56.865 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.security.web.FilterChainProxy        : /api/administration/all-doc-types at position 8 of 11 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
2019-02-20 09:27:56.865 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Populated SecurityContextHolder with anonymous token: 'org.springframework.security.authentication.AnonymousAuthenticationToken@eaf7a233: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS'
2019-02-20 09:27:56.866 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.security.web.FilterChainProxy        : /api/administration/all-doc-types at position 9 of 11 in additional filter chain; firing Filter: 'SessionManagementFilter'
2019-02-20 09:27:56.866 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.security.web.FilterChainProxy        : /api/administration/all-doc-types at position 10 of 11 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
2019-02-20 09:27:56.866 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.security.web.FilterChainProxy        : /api/administration/all-doc-types at position 11 of 11 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
2019-02-20 09:27:56.867 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/administration/all-doc-types'; against '/'
2019-02-20 09:27:56.867 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/administration/all-doc-types' doesn't match 'OPTIONS /**
2019-02-20 09:27:56.869 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/administration/all-doc-types' doesn't match 'POST /api/authenticate
2019-02-20 09:27:56.870 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/administration/all-doc-types'; against '/api/reset-password'
2019-02-20 09:27:56.870 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/administration/all-doc-types'; against '/api/**'
2019-02-20 09:27:56.870 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.w.a.i.FilterSecurityInterceptor    : Secure object: FilterInvocation: URL: /api/administration/all-doc-types; Attributes: [permitAll]
2019-02-20 09:27:56.870 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.w.a.i.FilterSecurityInterceptor    : Previously Authenticated: org.springframework.security.authentication.AnonymousAuthenticationToken@eaf7a233: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS
2019-02-20 09:27:56.871 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.access.vote.AffirmativeBased       : Voter: org.springframework.security.web.access.expression.WebExpressionVoter@3922b512, returned: 1
2019-02-20 09:27:56.872 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.w.a.i.FilterSecurityInterceptor    : Authorization successful
2019-02-20 09:27:56.872 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.w.a.i.FilterSecurityInterceptor    : RunAsManager did not change Authentication object
2019-02-20 09:27:56.872 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.security.web.FilterChainProxy        : /api/administration/all-doc-types reached end of additional filter chain; proceeding with original chain
2019-02-20 09:27:56.873 DEBUG 8252 --- [http-nio-8443-exec-7] c.b.a.c.rest.AdministrationController    : Retrieve all doc types
2019-02-20 09:27:56.875 DEBUG 8252 --- [http-nio-8443-exec-7] org.hibernate.SQL                        : select nmdocument0_.id as id1_97_, nmdocument0_.category as category2_97_, nmdocument0_.description as descript3_97_, nmdocument0_.need_date as need_dat4_97_, nmdocument0_.need_doc_nr as need_doc5_97_ from nm_document_types nmdocument0_
2019-02-20 09:27:56.882 DEBUG 8252 --- [http-nio-8443-exec-7] o.s.s.w.a.ExceptionTranslationFilter     : Chain processed normally
2019-02-20 09:27:56.882 DEBUG 8252 --- [http-nio-8443-exec-7] s.s.w.c.SecurityContextPersistenceFilter : SecurityContextHolder now cleared, as request processing completed
2019-02-20 09:27:57.068 DEBUG 8252 --- [http-nio-8443-exec-4] org.hibernate.SQL                        : insert into doc_numbers (code) values (?)
2019-02-20 09:27:57.204 DEBUG 8252 --- [http-nio-8443-exec-4] o.s.s.w.a.ExceptionTranslationFilter     : Chain processed normally
2019-02-20 09:27:57.204 DEBUG 8252 --- [http-nio-8443-exec-4] s.s.w.c.SecurityContextPersistenceFilter : SecurityContextHolder now cleared, as request processing completed
2019-02-20 09:27:57.207 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/administration/generate-doc-nr' doesn't match 'OPTIONS /**
2019-02-20 09:27:57.207 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/administration/generate-doc-nr'; against '/app/**/*.{js,html}'
2019-02-20 09:27:57.207 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/administration/generate-doc-nr'; against '/api/authenticate'
2019-02-20 09:27:57.207 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.security.web.FilterChainProxy        : /api/administration/generate-doc-nr at position 1 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2019-02-20 09:27:57.208 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.security.web.FilterChainProxy        : /api/administration/generate-doc-nr at position 2 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2019-02-20 09:27:57.208 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.security.web.FilterChainProxy        : /api/administration/generate-doc-nr at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2019-02-20 09:27:57.208 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.security.web.FilterChainProxy        : /api/administration/generate-doc-nr at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
2019-02-20 09:27:57.208 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', GET]
2019-02-20 09:27:57.209 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/administration/generate-doc-nr'; against '/logout'
2019-02-20 09:27:57.209 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', POST]
2019-02-20 09:27:57.209 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/administration/generate-doc-nr' doesn't match 'POST /logout
2019-02-20 09:27:57.209 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', PUT]
2019-02-20 09:27:57.210 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/administration/generate-doc-nr' doesn't match 'PUT /logout
2019-02-20 09:27:57.210 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', DELETE]
2019-02-20 09:27:57.211 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/administration/generate-doc-nr' doesn't match 'DELETE /logout
2019-02-20 09:27:57.211 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.web.util.matcher.OrRequestMatcher  : No matches found
2019-02-20 09:27:57.212 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.security.web.FilterChainProxy        : /api/administration/generate-doc-nr at position 5 of 11 in additional filter chain; firing Filter: 'JWTFilter'
2019-02-20 09:27:57.212 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.security.web.FilterChainProxy        : /api/administration/generate-doc-nr at position 6 of 11 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
2019-02-20 09:27:57.212 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.security.web.FilterChainProxy        : /api/administration/generate-doc-nr at position 7 of 11 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
2019-02-20 09:27:57.212 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.security.web.FilterChainProxy        : /api/administration/generate-doc-nr at position 8 of 11 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
2019-02-20 09:27:57.213 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Populated SecurityContextHolder with anonymous token: 'org.springframework.security.authentication.AnonymousAuthenticationToken@eaf7a233: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS'
2019-02-20 09:27:57.213 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.security.web.FilterChainProxy        : /api/administration/generate-doc-nr at position 9 of 11 in additional filter chain; firing Filter: 'SessionManagementFilter'
2019-02-20 09:27:57.214 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.security.web.FilterChainProxy        : /api/administration/generate-doc-nr at position 10 of 11 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
2019-02-20 09:27:57.214 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.security.web.FilterChainProxy        : /api/administration/generate-doc-nr at position 11 of 11 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
2019-02-20 09:27:57.214 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/administration/generate-doc-nr'; against '/'
2019-02-20 09:27:57.215 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/administration/generate-doc-nr' doesn't match 'OPTIONS /**
2019-02-20 09:27:57.215 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/administration/generate-doc-nr' doesn't match 'POST /api/authenticate
2019-02-20 09:27:57.215 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/administration/generate-doc-nr'; against '/api/reset-password'
2019-02-20 09:27:57.216 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/administration/generate-doc-nr'; against '/api/**'
2019-02-20 09:27:57.217 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.a.i.FilterSecurityInterceptor    : Secure object: FilterInvocation: URL: /api/administration/generate-doc-nr; Attributes: [permitAll]
2019-02-20 09:27:57.218 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.a.i.FilterSecurityInterceptor    : Previously Authenticated: org.springframework.security.authentication.AnonymousAuthenticationToken@eaf7a233: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS
2019-02-20 09:27:57.218 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.access.vote.AffirmativeBased       : Voter: org.springframework.security.web.access.expression.WebExpressionVoter@3922b512, returned: 1
2019-02-20 09:27:57.218 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.a.i.FilterSecurityInterceptor    : Authorization successful
2019-02-20 09:27:57.220 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.a.i.FilterSecurityInterceptor    : RunAsManager did not change Authentication object
2019-02-20 09:27:57.220 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.security.web.FilterChainProxy        : /api/administration/generate-doc-nr reached end of additional filter chain; proceeding with original chain
2019-02-20 09:27:57.222 DEBUG 8252 --- [http-nio-8443-exec-3] org.hibernate.SQL                        : insert into doc_numbers (code) values (?)
2019-02-20 09:27:57.226 DEBUG 8252 --- [http-nio-8443-exec-3] o.s.s.w.a.ExceptionTranslationFilter     : Chain processed normally
2019-02-20 09:27:57.226 DEBUG 8252 --- [http-nio-8443-exec-3] s.s.w.c.SecurityContextPersistenceFilter : SecurityContextHolder now cleared, as request processing completed
2019-02-20 09:28:08.882 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/tasks/request-names' doesn't match 'OPTIONS /**
2019-02-20 09:28:08.882 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/tasks/request-register-catalog-codes' doesn't match 'OPTIONS /**
2019-02-20 09:28:08.883 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/tasks/request-names'; against '/app/**/*.{js,html}'
2019-02-20 09:28:08.883 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/tasks/request-register-catalog-codes'; against '/app/**/*.{js,html}'
2019-02-20 09:28:08.883 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/tasks/request-register-catalog-codes'; against '/api/authenticate'
2019-02-20 09:28:08.883 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/tasks/request-names'; against '/api/authenticate'
2019-02-20 09:28:08.883 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.security.web.FilterChainProxy        : /api/tasks/request-register-catalog-codes at position 1 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2019-02-20 09:28:08.884 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.security.web.FilterChainProxy        : /api/tasks/request-names at position 1 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2019-02-20 09:28:08.884 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.security.web.FilterChainProxy        : /api/tasks/request-register-catalog-codes at position 2 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2019-02-20 09:28:08.884 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.security.web.FilterChainProxy        : /api/tasks/request-names at position 2 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2019-02-20 09:28:08.884 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.security.web.FilterChainProxy        : /api/tasks/request-names at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2019-02-20 09:28:08.884 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.security.web.FilterChainProxy        : /api/tasks/request-register-catalog-codes at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2019-02-20 09:28:08.884 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.security.web.FilterChainProxy        : /api/tasks/request-register-catalog-codes at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
2019-02-20 09:28:08.884 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.security.web.FilterChainProxy        : /api/tasks/request-names at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
2019-02-20 09:28:08.884 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', GET]
2019-02-20 09:28:08.885 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', GET]
2019-02-20 09:28:08.885 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/tasks/request-names'; against '/logout'
2019-02-20 09:28:08.885 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/tasks/request-register-catalog-codes'; against '/logout'
2019-02-20 09:28:08.886 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', POST]
2019-02-20 09:28:08.886 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', POST]
2019-02-20 09:28:08.886 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/tasks/request-names' doesn't match 'POST /logout
2019-02-20 09:28:08.886 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/tasks/request-register-catalog-codes' doesn't match 'POST /logout
2019-02-20 09:28:08.886 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', PUT]
2019-02-20 09:28:08.886 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', PUT]
2019-02-20 09:28:08.886 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/tasks/request-names' doesn't match 'PUT /logout
2019-02-20 09:28:08.886 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', DELETE]
2019-02-20 09:28:08.887 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/tasks/request-names' doesn't match 'DELETE /logout
2019-02-20 09:28:08.887 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.web.util.matcher.OrRequestMatcher  : No matches found
2019-02-20 09:28:08.886 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/tasks/request-register-catalog-codes' doesn't match 'PUT /logout
2019-02-20 09:28:08.887 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/logout', DELETE]
2019-02-20 09:28:08.887 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.security.web.FilterChainProxy        : /api/tasks/request-names at position 5 of 11 in additional filter chain; firing Filter: 'JWTFilter'
2019-02-20 09:28:08.887 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/tasks/request-register-catalog-codes' doesn't match 'DELETE /logout
2019-02-20 09:28:08.887 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.web.util.matcher.OrRequestMatcher  : No matches found
2019-02-20 09:28:08.887 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.security.web.FilterChainProxy        : /api/tasks/request-names at position 6 of 11 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
2019-02-20 09:28:08.887 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.security.web.FilterChainProxy        : /api/tasks/request-register-catalog-codes at position 5 of 11 in additional filter chain; firing Filter: 'JWTFilter'
2019-02-20 09:28:08.887 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.security.web.FilterChainProxy        : /api/tasks/request-names at position 7 of 11 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
2019-02-20 09:28:08.888 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.security.web.FilterChainProxy        : /api/tasks/request-names at position 8 of 11 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
2019-02-20 09:28:08.888 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.security.web.FilterChainProxy        : /api/tasks/request-register-catalog-codes at position 6 of 11 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
2019-02-20 09:28:08.888 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.security.web.FilterChainProxy        : /api/tasks/request-register-catalog-codes at position 7 of 11 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
2019-02-20 09:28:08.888 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.security.web.FilterChainProxy        : /api/tasks/request-register-catalog-codes at position 8 of 11 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
2019-02-20 09:28:08.888 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Populated SecurityContextHolder with anonymous token: 'org.springframework.security.authentication.AnonymousAuthenticationToken@eaf7a233: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS'
2019-02-20 09:28:08.888 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Populated SecurityContextHolder with anonymous token: 'org.springframework.security.authentication.AnonymousAuthenticationToken@eaf7a233: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS'
2019-02-20 09:28:08.888 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.security.web.FilterChainProxy        : /api/tasks/request-names at position 9 of 11 in additional filter chain; firing Filter: 'SessionManagementFilter'
2019-02-20 09:28:08.888 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.security.web.FilterChainProxy        : /api/tasks/request-register-catalog-codes at position 9 of 11 in additional filter chain; firing Filter: 'SessionManagementFilter'
2019-02-20 09:28:08.889 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.security.web.FilterChainProxy        : /api/tasks/request-names at position 10 of 11 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
2019-02-20 09:28:08.889 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.security.web.FilterChainProxy        : /api/tasks/request-register-catalog-codes at position 10 of 11 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
2019-02-20 09:28:08.889 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.security.web.FilterChainProxy        : /api/tasks/request-register-catalog-codes at position 11 of 11 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
2019-02-20 09:28:08.889 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.security.web.FilterChainProxy        : /api/tasks/request-names at position 11 of 11 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
2019-02-20 09:28:08.889 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/tasks/request-names'; against '/'
2019-02-20 09:28:08.889 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/tasks/request-register-catalog-codes'; against '/'
2019-02-20 09:28:08.890 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/tasks/request-names' doesn't match 'OPTIONS /**
2019-02-20 09:28:08.890 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/tasks/request-register-catalog-codes' doesn't match 'OPTIONS /**
2019-02-20 09:28:08.890 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/tasks/request-names' doesn't match 'POST /api/authenticate
2019-02-20 09:28:08.890 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/tasks/request-register-catalog-codes' doesn't match 'POST /api/authenticate
2019-02-20 09:28:08.890 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/tasks/request-names'; against '/api/reset-password'
2019-02-20 09:28:08.890 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/tasks/request-register-catalog-codes'; against '/api/reset-password'
2019-02-20 09:28:08.890 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/tasks/request-names'; against '/api/**'
2019-02-20 09:28:08.890 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/api/tasks/request-register-catalog-codes'; against '/api/**'
2019-02-20 09:28:08.891 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.a.i.FilterSecurityInterceptor    : Secure object: FilterInvocation: URL: /api/tasks/request-names; Attributes: [permitAll]
2019-02-20 09:28:08.891 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.a.i.FilterSecurityInterceptor    : Secure object: FilterInvocation: URL: /api/tasks/request-register-catalog-codes; Attributes: [permitAll]
2019-02-20 09:28:08.891 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.a.i.FilterSecurityInterceptor    : Previously Authenticated: org.springframework.security.authentication.AnonymousAuthenticationToken@eaf7a233: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS
